id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
2687,F,1.5,1.175,0.375,31.19862475,15.35125425,7.15824875,7.5126175,10.0
2688,I,1.0625,0.825,0.2625,10.7444605,4.03980375,2.438057,3.2601925,8.0
2689,I,0.75,0.55,0.15,3.515338,1.0489315,0.66621325,0.850485,5.0
2690,M,1.5125,1.2375,0.425,36.457457,14.4298955,6.747181,10.6310625,14.0
2691,I,0.85,0.6625,0.225,6.33611325,2.7499015,1.0489315,1.5592225,6.0
2692,M,1.4,1.1,0.3875,29.9654215,12.20445975,6.36446275,8.0796075,9.0
2693,M,1.425,1.0875,0.425,27.99513125,10.432616,5.6982495,8.788345,12.0
2694,M,1.4375,1.1875,0.4125,29.029888,11.679994,7.38504475,9.07184,10.0
2695,M,1.5375,1.1875,0.3875,29.95124675,13.834556,5.79747275,8.6465975,10.0
2696,F,1.5625,1.2125,0.425,36.7693015,16.17338975,8.164656,9.922325,9.0
2697,I,1.2,0.9125,0.3125,15.43630275,7.27164675,3.345241,4.53592,8.0
2698,I,1.3375,1.05,0.425,20.25571775,7.7961125,4.9044635,7.087375,15.0
2699,I,1.4,1.1,0.325,22.5378525,11.32562525,3.9405805,6.23689,8.0
2700,M,1.625,1.2625,0.4375,39.179009,17.8885345,7.9095105,10.0640725,11.0
2701,M,1.725,1.4,0.4375,54.0624965,15.87572,9.68135425,14.2597985,15.0
2702,I,1.3,1.0,0.35,19.29183475,9.25611175,3.7137845,5.5281525,7.0
2703,F,1.2625,0.9875,0.3375,18.80989325,10.61688775,3.86970675,4.7343665,8.0
2704,M,1.2875,0.9875,0.3625,21.829115,5.37223025,4.06815325,8.788345,13.0
2705,I,0.775,0.5375,0.175,3.55786225,1.360776,0.83631025,1.14815475,7.0
2706,M,1.55,1.2125,0.4125,33.55163325,13.154168,7.654365,8.3631025,11.0
2707,I,1.2125,0.925,0.2875,16.68368075,7.654365,3.04757125,4.9611625,8.0
2708,F,1.3375,1.0875,0.375,28.0376555,15.6772735,5.783298,7.087375,9.0
2709,M,1.575,1.225,0.4125,32.16250775,13.9196045,6.93145275,8.788345,12.0
2710,M,1.6875,1.3125,0.4625,45.99706375,16.82542825,9.808927,12.77144975,19.0
2711,M,1.525,1.2,0.375,35.02580725,17.73261225,8.0229085,9.0434905,9.0
2712,I,1.45,1.1375,0.3625,28.44872325,14.81261375,5.8116475,7.5126175,8.0
2713,F,1.7,1.3125,0.4375,40.80910525,17.78931125,7.07320025,12.4454305,10.0
2714,M,1.225,0.95,0.3125,16.9813505,6.76135575,3.3735905,5.386405,9.0
2715,F,1.675,1.3,0.45,43.02036625,20.65261075,9.36950975,11.3681495,10.0
2716,I,1.1625,0.8875,0.3,12.47378,5.96756975,2.96252275,3.96893,8.0
2717,M,1.3125,1.0,0.4375,22.80717275,11.736693,5.17378375,5.953395,9.0
2718,F,1.3,1.0375,0.3625,21.50309575,10.33339275,5.159609,5.5281525,8.0
2719,M,1.625,1.3125,0.5,38.42774725,14.35902175,7.66853975,11.90679,12.0
2720,I,0.925,0.6625,0.225,5.443104,2.82077525,1.587572,1.984465,8.0
2721,F,1.6,1.25,0.3875,39.19318375,19.06503875,8.57572375,8.6465975,10.0
2722,F,1.6625,1.25,0.4625,39.3774555,17.78931125,9.73805325,11.1980525,10.0
2723,I,1.175,0.8875,0.2625,12.37455675,5.556502,2.4664065,3.685435,9.0
2724,M,1.1,0.8875,0.2875,13.53688625,6.80388,2.551455,3.40194,7.0
2725,M,1.35,0.975,0.375,19.43358225,9.468733,3.86970675,4.35164825,8.0
2726,F,1.575,1.225,0.4375,34.65726375,15.06775925,7.3425205,9.355335,10.0
2727,F,1.425,1.2,0.4,30.34813975,10.5176645,6.2085405,8.788345,17.0
2728,M,1.4875,1.175,0.4,26.138239,11.963489,7.0023265,8.0796075,11.0
2729,I,0.8,0.625,0.175,4.649318,1.7860185,1.00640725,1.2757275,6.0
2730,M,1.425,1.15,0.375,30.0221205,12.47378,6.2652395,7.767763,11.0
2731,M,1.5125,1.1875,0.3875,30.43318825,11.8217415,6.577084,9.07184,11.0
2732,M,0.95,0.7,0.2,7.44174375,2.7499015,1.31825175,2.26796,9.0
2733,F,1.55,1.2125,0.4125,35.62114675,16.782904,6.973977,8.731646,9.0
2734,M,1.375,1.075,0.375,27.499015,9.87980075,4.6209685,9.922325,15.0
2735,M,1.5125,1.15,0.375,27.499015,13.11164375,4.60679375,7.767763,8.0
2736,F,1.2625,0.95,0.425,24.720764,11.52407175,5.783298,7.01650125,8.0
2737,F,1.6125,1.2375,0.475,37.03862175,13.70698325,9.7805775,9.7805775,18.0
2738,M,1.6625,1.35,0.4375,41.8722115,17.73261225,7.86698625,11.1980525,10.0
2739,M,1.1875,0.9125,0.3125,13.05494475,5.273007,2.67902775,3.8271825,7.0
2740,F,1.6125,1.25,0.475,36.0889135,16.726205,8.3631025,10.489315,10.0
2741,F,1.2875,0.95,0.325,17.8885345,8.561549,3.7137845,4.3941725,7.0
2742,I,0.8375,0.625,0.2,5.443104,2.05533875,1.587572,1.984465,6.0
2743,I,1.0875,0.8625,0.2625,10.75863525,4.32329875,2.2963095,3.5436875,7.0
2744,F,1.5125,1.1875,0.4375,33.43823525,14.84096325,7.86698625,10.0640725,9.0
2745,I,0.575,0.425,0.1625,2.96252275,1.17650425,0.396893,0.56699,5.0
2746,M,1.575,1.225,0.425,36.4291075,18.2287285,8.901743,8.9300925,9.0
2747,I,1.2875,0.975,0.3,17.84601025,9.8372765,3.6003865,5.10291,8.0
2748,F,1.7,1.4,0.4375,47.173568,22.6512505,9.5537815,12.14776075,10.0
2749,M,1.4625,1.2125,0.4625,30.5891105,11.75086775,6.44951125,9.7805775,11.0
2750,I,0.6375,0.475,0.15,2.721552,1.474174,0.4819415,0.7087375,5.0
2751,F,1.5125,1.175,0.4375,29.540179,13.2959155,6.56290925,7.654365,10.0
2752,I,1.3875,1.0625,0.3125,20.751834,9.48290775,4.309124,5.953395,8.0
2753,F,1.2125,0.9625,0.3,15.365429,6.90310325,2.9199985,4.819415,13.0
2754,I,0.7875,0.6,0.225,3.89805625,1.54504775,0.89300925,1.417475,8.0
2755,F,1.5625,1.225,0.3875,35.50774875,17.860185,7.3425205,9.4970825,10.0
2756,I,0.975,0.7125,0.225,9.752228,4.32329875,1.63009625,2.1262125,6.0
2757,I,1.225,0.9375,0.35,14.75591475,5.5281525,3.4869885,4.819415,9.0
2758,F,1.175,0.875,0.35,15.87572,5.6699,3.8838815,5.6699,10.0
2759,F,1.25,0.95,0.3,16.65533125,6.350288,3.572037,5.2446575,9.0
2760,M,1.425,1.0625,0.35,27.839209,11.7083435,5.8683465,8.221355,11.0
2761,M,1.5625,1.2375,0.4,31.51046925,14.33067225,6.56290925,8.66077225,9.0
2762,I,0.5125,0.3625,0.1125,1.020582,0.35436875,0.226796,0.3118445,4.0
2763,F,1.6375,1.3125,0.4875,38.55532,14.7133905,8.901743,13.1825175,11.0
2764,M,1.2875,1.0,0.3625,20.99280475,9.99319875,4.57844425,5.386405,9.0
2765,M,1.75,1.3875,0.4375,48.477645,23.3316385,9.5537815,13.60776,11.0
2766,I,0.975,0.75,0.2,7.427569,3.2601925,1.60174675,2.4097075,6.0
2767,I,0.8,0.6125,0.2125,4.97533725,2.0695135,1.28990225,1.417475,6.0
2768,M,1.4125,1.0875,0.3875,24.720764,11.09882925,4.479221,9.63883,10.0
2769,M,1.5375,1.1375,0.425,36.95357325,17.4349425,7.427569,8.9300925,9.0
2770,I,0.725,0.5625,0.1875,4.309124,1.6726205,0.86465975,1.2757275,5.0
2771,M,1.8,1.4,0.4875,57.6345335,21.92833825,10.9145575,15.87572,11.0
2772,F,1.4,1.1,0.375,25.72717125,9.68135425,5.8683465,8.221355,14.0
2773,F,1.825,1.375,0.45,52.29065275,22.8213475,12.47378,15.30873,13.0
2774,M,1.4,1.125,0.425,26.80445225,11.736693,5.96756975,8.3631025,10.0
2775,F,1.5875,1.275,0.4125,33.38153625,13.25339125,4.592619,11.056305,14.0
2776,F,1.6125,1.25,0.4375,41.8722115,16.4710595,8.7599955,15.025235,15.0
2777,I,1.4,1.125,0.3625,23.28911425,11.396499,5.613201,6.520385,9.0
2778,M,1.3,0.9875,0.3,15.03940975,6.13766675,3.27436725,4.819415,8.0
2779,F,1.6125,1.25,0.475,37.98833,17.70426275,8.2497045,10.20582,10.0
2780,I,1.05,0.775,0.225,8.107957,3.912231,1.74349425,2.83495,8.0
2781,M,1.3625,1.1125,0.425,28.91649,13.87708025,5.1312595,7.087375,13.0
2782,I,1.2875,1.0125,0.35,23.37416275,9.96484925,5.03203625,6.19436575,8.0
2783,I,0.825,0.65,0.225,5.1312595,2.08368825,1.077281,1.70097,7.0
2784,M,1.5625,1.2625,0.4125,34.37376875,9.808927,6.61960825,10.0640725,19.0
2785,M,1.4375,1.125,0.3875,27.45649075,13.2959155,4.77689075,7.98038425,11.0
2786,I,1.175,0.9375,0.35,16.782904,6.90310325,3.345241,5.386405,10.0
2787,F,1.0375,0.8125,0.2875,11.5382465,5.273007,2.08368825,2.9199985,7.0
2788,F,1.25,0.9375,0.3,17.7184375,8.6465975,3.288542,4.53592,9.0
2789,I,0.45,0.3375,0.15,1.45999925,0.60951425,0.3118445,0.3685435,5.0
2790,M,1.4375,1.1,0.3125,23.88445375,11.8784405,5.17378375,5.953395,9.0
2791,F,1.425,1.125,0.3125,26.0531905,7.86698625,5.20213325,8.54737425,11.0
2792,F,1.625,1.2125,0.4125,30.46153775,13.65028425,5.8683465,8.221355,9.0
2793,F,1.65,1.3,0.4125,39.87357175,12.927372,9.5537815,11.9918385,11.0
2794,I,0.825,0.6625,0.2125,5.556502,2.26796,1.020582,1.8427175,7.0
2795,M,1.25,0.9375,0.2625,15.43630275,7.01650125,3.27436725,4.819415,9.0
2796,M,1.4,1.1,0.4125,27.1871705,9.62465525,5.68407475,8.50485,18.0
2797,F,1.0125,0.75,0.1875,7.98038425,3.95475525,1.4458245,2.551455,9.0
2798,M,1.6125,1.3125,0.4375,42.013959,15.35125425,9.17106325,11.7650425,19.0
2799,M,1.4625,1.1375,0.4,25.51455,11.04213025,6.59125875,7.087375,9.0
2800,I,1.5125,1.1875,0.375,31.65221675,13.721158,5.99591925,7.654365,10.0
2801,F,1.2625,1.0125,0.3125,18.653971,6.98815175,3.27436725,5.6699,14.0
2802,I,1.0875,0.8125,0.275,10.716111,4.5075705,2.26796,3.40194,7.0
2803,F,1.45,1.125,0.4,33.35318675,15.40795325,6.19436575,9.7805775,12.0
2804,I,1.425,1.125,0.375,23.79940525,11.5382465,4.77689075,6.81805475,9.0
2805,F,1.5625,1.225,0.4625,29.9087225,12.23280925,7.597666,8.50485,9.0
2806,I,1.4125,1.125,0.3375,23.88445375,11.4248485,4.97533725,5.10291,9.0
2807,M,1.6,1.3125,0.4375,48.00987825,17.08057375,9.128539,11.90679,22.0
2808,F,1.4,1.1375,0.4125,30.4190135,10.81533425,7.10154975,10.3475675,9.0
2809,M,1.5,1.2125,0.4,35.19590425,10.77281,6.98815175,8.9300925,17.0
2810,M,1.375,1.0625,0.35,21.1203775,8.77417025,5.386405,6.80388,9.0
2811,I,1.0375,0.8125,0.25,11.169703,5.96756975,2.041164,2.9766975,7.0
2812,F,1.425,1.075,0.3875,24.79163775,12.3887315,5.68407475,5.6699,9.0
2813,F,1.6125,1.25,0.4375,43.02036625,18.824068,8.8166945,11.5949455,11.0
2814,I,1.0875,0.8125,0.2375,9.752228,4.49339575,1.871067,2.83495,7.0
2815,F,1.2,0.925,0.3125,16.138633,6.78970525,4.3374735,4.1106775,9.0
2816,F,1.4,1.125,0.4625,25.51455,7.9095105,5.20213325,9.355335,23.0
2817,F,1.5,1.225,0.3875,34.529691,15.4504775,7.15824875,9.7805775,13.0
2818,M,1.4125,1.125,0.3625,25.69882175,12.0485375,5.62737575,7.087375,11.0
2819,F,1.7,1.3375,0.4375,44.13881125,20.071446,10.8011595,11.12717875,12.0
2820,I,0.7625,0.575,0.1875,4.6209685,2.721552,1.14815475,1.417475,6.0
2821,I,1.25,0.975,0.3125,16.386011,7.824462,3.07592075,5.2446575,8.0
2822,M,1.5875,1.2375,0.375,34.189497,16.4710595,6.08096775,8.221355,11.0
2823,F,1.575,1.1875,0.375,33.40988575,16.329312,6.56290925,8.3631025,9.0
2824,I,0.825,0.65,0.2125,6.27941425,2.67902775,1.06310625,1.8427175,6.0
2825,M,1.5125,1.1875,0.425,33.12639075,13.5227115,6.520385,11.056305,14.0
2826,F,1.15,0.8875,0.3125,13.0124205,5.45727875,2.6365035,4.9611625,11.0
2827,I,1.375,1.0625,0.3125,18.0019325,8.7599955,3.95475525,4.40834725,9.0
2828,M,1.575,1.225,0.425,35.210079,13.11164375,6.19436575,10.489315,21.0
2829,I,1.2625,1.0125,0.35,16.76872925,6.8889285,4.12485225,5.953395,13.0
2830,F,1.475,1.1875,0.4,27.00289875,12.23280925,7.61184075,7.93786,9.0
2831,F,1.5125,1.1875,0.4125,30.5891105,14.968536,7.10154975,8.3631025,11.0
2832,M,1.5625,1.275,0.4,38.90968875,17.179797,6.2652395,10.3475675,13.0
2833,I,0.8875,0.6625,0.2125,6.917278,2.948348,1.587572,1.70097,6.0
2834,M,1.525,1.175,0.4,28.803092,12.34620725,7.01650125,8.788345,13.0
2835,I,0.5875,0.4,0.175,1.82854275,0.75126175,0.226796,0.52446575,4.0
2836,M,1.6125,1.3125,0.4375,39.7743485,19.94387325,8.88756825,9.355335,10.0
2837,F,1.6125,1.25,0.5125,43.02036625,19.37688325,8.57572375,8.9867915,11.0
2838,I,1.1,0.875,0.3125,10.64523725,4.40834725,2.36718325,3.5436875,8.0
2839,F,1.4375,1.1125,0.3875,24.153774,9.128539,5.59902625,9.2135875,11.0
2840,M,1.2625,1.0,0.3375,18.6256215,8.03708325,4.15320175,5.6699,8.0
2841,M,1.4125,1.1625,0.3625,31.808139,11.69416875,5.556502,8.9300925,15.0
2842,M,1.5875,1.3125,0.45,41.7588135,17.19397175,6.747181,12.6155275,14.0
2843,I,0.675,0.4875,0.125,3.40194,2.02698925,0.43941725,0.63786375,3.0
2844,M,1.325,1.0125,0.35,20.22736825,5.273007,3.78465825,7.087375,13.0
2845,F,1.4375,1.1375,0.3625,25.44367625,10.24834425,5.59902625,7.5126175,10.0
2846,M,1.1625,0.8875,0.2875,13.53688625,5.839997,3.30271675,4.1106775,10.0
2847,F,1.675,1.3125,0.4875,47.116869,24.323871,8.83086925,13.1825175,9.0
2848,M,1.4875,1.175,0.3625,25.7696955,10.9145575,5.06038575,7.6827145,9.0
2849,F,1.6125,1.2875,0.4375,33.5941575,13.437663,9.36950975,10.20582,13.0
2850,M,1.575,1.225,0.425,37.0527965,16.82542825,7.10154975,9.82310175,10.0
2851,M,1.55,1.2,0.4125,32.16250775,15.06775925,7.540967,8.4198015,10.0
2852,F,1.3625,1.075,0.3375,22.92057075,10.1207715,5.71242425,6.520385,10.0
2853,F,1.65,1.3125,0.5,55.46579675,17.19397175,10.546014,18.6256215,22.0
2854,M,1.5875,1.225,0.3875,35.50774875,14.67086625,7.55514175,9.525432,9.0
2855,I,1.1625,0.85,0.2625,12.870673,5.54232725,2.608154,4.3941725,6.0
2856,I,0.925,0.6875,0.2375,6.1518415,2.7499015,1.23320325,1.74349425,7.0
2857,F,1.275,1.0,0.3625,19.29183475,8.00873375,4.23825025,5.5281525,10.0
2858,M,1.5625,1.225,0.4125,30.71668325,14.685041,7.10154975,8.221355,11.0
2859,F,1.5125,1.225,0.4125,37.23706825,17.0097,8.66077225,10.0640725,11.0
2860,F,1.1875,0.8875,0.2875,13.33843975,5.953395,2.891649,4.3941725,10.0
2861,I,0.9875,0.7,0.2125,6.917278,3.04757125,1.63009625,1.927766,6.0
2862,I,1.1,0.875,0.275,12.7856245,5.8683465,2.8066005,3.38776525,7.0
2863,M,1.55,1.225,0.45,42.297454,20.8368825,9.2135875,10.61688775,10.0
2864,M,1.575,1.1875,0.3875,30.4190135,10.262519,6.123492,9.922325,14.0
2865,I,1.1,0.7375,0.25,12.813974,4.72019175,2.50893075,3.118445,7.0
2866,M,1.3125,0.9875,0.375,19.43358225,8.164656,4.3374735,6.3786375,9.0
2867,M,1.4875,1.1875,0.4,37.1094955,12.82814875,7.41339425,10.70193625,22.0
2868,F,1.55,1.2,0.425,33.12639075,14.52911875,7.44174375,10.489315,11.0
2869,I,0.7125,0.525,0.1875,2.0695135,0.86465975,0.60951425,0.850485,5.0
2870,F,1.5125,1.1875,0.375,27.499015,12.51630425,7.41339425,8.221355,10.0
2871,F,1.5625,1.225,0.375,35.550273,16.79707875,8.0229085,8.97261675,9.0
2872,I,1.25,1.0,0.35,21.72989175,7.484268,4.3374735,7.7961125,16.0
2873,I,1.0625,0.8125,0.25,10.53183925,4.77689075,1.814368,2.9766975,8.0
2874,F,1.7375,1.4125,0.4375,54.81375825,25.78387025,11.5382465,13.891255,11.0
2875,I,1.3875,1.0875,0.4,20.638436,8.60407325,4.7910655,7.7961125,15.0
2876,M,1.3625,1.075,0.3875,19.447757,8.164656,4.2240755,6.520385,11.0
2877,F,1.625,1.3,0.4375,34.68561325,15.989118,7.86698625,11.1980525,11.0
2878,I,1.3125,1.0,0.325,20.87940675,10.149121,3.96893,6.13766675,9.0
2879,I,0.7,0.525,0.1625,2.8066005,1.20485375,0.623689,0.850485,5.0
2880,F,1.7375,1.375,0.4875,45.68521925,20.1564945,9.128539,12.11941125,16.0
2881,F,1.4625,1.1625,0.375,22.92057075,10.432616,4.57844425,6.9456275,10.0
2882,I,0.775,0.5875,0.225,4.1673765,1.31825175,0.963883,1.70097,6.0
2883,I,1.05,0.8125,0.2625,10.33339275,4.422522,1.814368,2.9766975,7.0
2884,I,1.175,0.875,0.275,13.53688625,4.63514325,2.5231055,3.40194,8.0
2885,I,1.4625,1.125,0.375,24.153774,10.546014,5.159609,7.52679225,9.0
2886,M,1.4375,1.125,0.325,24.42309425,12.587178,5.8116475,6.3786375,10.0
2887,F,1.5125,1.1875,0.4375,34.68561325,10.9712565,7.58349125,10.9145575,14.0
2888,I,1.325,1.075,0.325,18.597272,9.525432,3.95475525,5.9250455,8.0
2889,F,1.3625,1.075,0.375,23.00561925,11.0846545,4.479221,6.520385,10.0
2890,F,1.525,1.2125,0.475,35.6920205,14.16057525,8.391452,11.623295,12.0
2891,M,1.225,0.975,0.3375,21.829115,9.99319875,3.685435,5.10291,9.0
2892,F,1.425,1.125,0.3375,27.0737725,12.47378,6.180191,6.6621325,11.0
2893,F,1.35,1.075,0.4125,25.457851,8.91591775,6.917278,9.7805775,13.0
2894,M,1.2625,1.0,0.3,17.463292,8.3631025,3.72795925,5.2446575,8.0
2895,I,1.3375,1.05,0.375,17.93105875,7.93786,3.81300775,6.23689,8.0
2896,M,1.375,1.125,0.35,22.11261,10.73028575,4.932813,6.70465675,9.0
2897,M,1.275,1.0,0.3375,19.43358225,8.91591775,3.98310475,6.520385,12.0
2898,F,1.6,1.25,0.4125,37.931631,13.5227115,8.29222875,10.489315,17.0
2899,M,1.7625,1.35,0.5,45.88366575,18.313777,9.96484925,13.7495075,13.0
2900,I,1.1875,0.875,0.275,15.3937785,6.84640425,2.84912475,3.685435,7.0
2901,F,1.2625,0.975,0.3,18.313777,7.030676,3.98310475,4.649318,10.0
2902,F,1.225,0.95,0.2875,14.10387625,5.613201,3.685435,4.53592,8.0
2903,F,1.5875,1.275,0.5,43.02036625,18.32795175,8.561549,11.7650425,22.0
2904,M,1.6125,1.275,0.475,37.5630875,18.12950525,7.6827145,10.3475675,11.0
2905,F,1.4125,1.1375,0.325,28.7180435,13.11164375,5.59902625,7.7961125,10.0
2906,F,1.4875,1.25,0.425,28.64716975,10.489315,6.350288,11.056305,12.0
2907,F,1.6,1.25,0.4125,34.5013415,15.03940975,7.5693165,9.355335,11.0
2908,M,1.225,1.0,0.3625,20.41164,7.5126175,4.60679375,7.654365,15.0
2909,I,1.1875,0.9125,0.3125,13.48018725,6.4920355,2.608154,4.3941725,8.0
2910,F,1.6625,1.325,0.4875,40.83745475,17.57669,10.6310625,9.07184,12.0
2911,I,1.1875,0.8875,0.3125,13.53688625,6.13766675,2.5231055,3.40194,8.0
2912,M,1.625,1.2375,0.4,35.98969025,16.0174675,7.540967,8.9300925,10.0
2913,F,1.075,0.85,0.2375,10.886208,3.912231,2.5231055,3.685435,9.0
2914,F,1.125,0.875,0.2625,13.33843975,5.82582225,2.87747425,3.8271825,10.0
2915,M,1.375,1.075,0.4125,24.84833675,9.62465525,5.6982495,9.07184,9.0
2916,M,1.5625,1.2,0.4375,37.98833,15.32290475,9.08601475,11.4815475,17.0
2917,F,1.6375,1.2625,0.4375,36.7693015,17.10892325,8.29222875,8.9300925,12.0
2918,M,1.5125,1.2125,0.4375,34.6147395,15.705623,6.7755305,10.07824725,10.0
2919,F,1.6625,1.25,0.4375,38.79629075,18.80989325,7.7394135,10.489315,11.0
2920,M,1.3625,0.9625,0.4125,30.5324115,14.6566915,7.3992195,7.654365,10.0
2921,F,1.6375,1.3125,0.4125,35.777069,13.70698325,7.47009325,11.3398,13.0
2922,F,1.7625,1.4,0.5375,49.68249875,21.72989175,10.149121,12.96989625,13.0
2923,I,1.0375,0.775,0.25,9.07184,3.912231,1.8427175,2.83495,7.0
2924,I,0.45,0.3,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4.0
2925,I,1.0875,0.8625,0.2875,11.509897,4.63514325,2.79242575,3.8271825,9.0
2926,I,1.2,0.925,0.3125,13.39513875,6.33611325,2.5231055,3.5436875,8.0
2927,M,1.525,1.2,0.425,33.849303,16.48523425,6.81805475,8.6465975,9.0
2928,I,1.325,1.0625,0.325,19.43358225,9.8372765,4.7343665,5.6699,8.0
2929,I,1.325,1.0375,0.325,18.83824275,7.3992195,4.025629,6.9456275,9.0
2930,F,1.3625,1.025,0.35,23.48756075,11.6516445,5.00368675,6.13766675,10.0
2931,M,1.4,1.1,0.3375,20.638436,8.34892775,3.95475525,7.2291225,12.0
2932,I,0.9125,0.6625,0.1625,5.06038575,2.36718325,0.86465975,1.70097,7.0
2933,I,0.6875,0.4875,0.15,2.8066005,1.03475675,0.510291,0.7654365,6.0
2934,I,1.1,0.8625,0.2875,11.80756675,5.28718175,2.62232875,3.40194,7.0
2935,I,1.4125,1.0875,0.35,25.174356,11.1413535,5.25883225,7.7961125,8.0
2936,I,1.325,1.0125,0.35,17.50581625,8.50485,4.09650275,5.386405,8.0
2937,M,1.4,1.125,0.3875,24.7491135,12.00601325,5.159609,6.80388,9.0
2938,F,1.525,1.2,0.4,30.957654,14.7133905,7.41339425,7.5126175,10.0
2939,I,1.0625,0.825,0.225,9.0434905,3.44446425,2.36718325,2.6365035,7.0
2940,I,0.9375,0.725,0.25,7.44174375,3.55786225,1.80019325,2.2963095,6.0
2941,I,0.8875,0.6375,0.2125,5.1879585,2.2963095,1.31825175,1.70097,6.0
2942,F,1.4125,1.125,0.3875,26.535132,10.092422,4.649318,7.93786,16.0
2943,F,1.6,1.25,0.475,39.405805,18.21455375,6.80388,10.0640725,11.0
2944,F,1.3,1.0375,0.3625,19.8163005,7.6260155,4.06815325,6.23689,15.0
2945,F,1.375,1.0875,0.4,23.7285315,9.6671795,4.66349275,6.9456275,11.0
2946,M,1.8125,1.4125,0.5125,53.6089045,25.3161035,13.22504175,14.21727425,12.0
2947,M,1.425,1.0875,0.3625,25.98231675,10.61688775,5.783298,7.087375,9.0
2948,I,1.1,0.9375,0.2875,12.587178,5.06038575,2.2963095,3.685435,8.0
2949,I,0.9,0.675,0.225,5.3013565,2.45223175,1.1056305,1.644271,7.0
2950,I,1.1375,0.8875,0.2875,14.81261375,6.5487345,3.288542,3.8271825,7.0
2951,I,0.8375,0.5625,0.1875,4.3941725,1.74349425,1.00640725,1.00640725,6.0
2952,M,1.2875,0.9875,0.325,18.21455375,6.81805475,3.98310475,5.37223025,13.0
2953,I,1.3625,1.05,0.375,22.83552225,9.695529,4.422522,7.2291225,11.0
2954,F,1.2625,1.0,0.35,21.9708625,10.2341695,4.025629,5.953395,8.0
2955,F,1.4125,1.0875,0.3875,26.138239,11.04213025,6.30776375,7.7961125,11.0
2956,M,1.5875,1.2875,0.4375,38.51279575,18.9091165,7.767763,10.0640725,12.0
2957,I,0.7,0.5375,0.1375,3.16096925,1.09145575,0.52446575,0.7654365,5.0
2958,I,1.25,0.975,0.3125,16.48523425,6.73300625,3.58621175,5.386405,8.0
2959,I,0.7875,0.575,0.175,4.309124,1.91359125,0.86465975,1.2757275,6.0
2960,I,0.9375,0.725,0.25,7.9662095,3.572037,1.63009625,2.1262125,7.0
2961,I,0.6875,0.5125,0.175,2.99087225,11.226402,0.92135875,0.9922325,8.0
2962,M,1.875,1.375,0.525,56.075311,23.91280325,13.48018725,18.5689225,11.0
2963,I,1.45,1.1375,0.3875,26.1098895,12.47378,5.5281525,8.0796075,8.0
2964,F,1.475,1.15,0.375,27.62658775,10.149121,6.22271525,8.3631025,13.0
2965,F,1.5,1.225,0.3875,32.205032,11.8784405,8.57572375,8.6465975,14.0
2966,M,1.5625,1.275,0.45,33.89182725,13.9763035,5.93922025,10.999606,13.0
2967,F,1.6,1.2875,0.3875,39.7743485,20.071446,8.561549,9.468733,9.0
2968,I,1.0625,0.775,0.25,9.8372765,4.46504625,1.85689225,2.83495,11.0
2969,I,0.8,0.5875,0.2125,3.72795925,1.5025235,0.83631025,1.13398,6.0
2970,F,1.625,1.25,0.475,36.3724085,16.42853525,7.89533575,10.3475675,14.0
2971,F,1.5,1.175,0.3875,34.5013415,15.35125425,7.711064,9.355335,11.0
2972,F,1.5125,1.2375,0.4125,32.89959475,14.69921575,6.917278,8.68912175,9.0
2973,M,1.4125,1.1,0.4,27.952607,11.32562525,6.633783,7.654365,9.0
2974,I,0.875,0.6625,0.225,5.10291,2.11203775,1.17650425,1.70097,7.0
2975,F,1.6875,1.3875,0.4375,38.82464025,15.77649675,7.66853975,14.5999925,16.0
2976,M,1.4375,1.1125,0.325,26.26581175,11.15552825,5.386405,7.37087,11.0
2977,M,1.625,1.25,0.475,37.42134,14.91087075,9.53960675,11.056305,13.0
2978,M,1.55,1.2125,0.4375,34.3879435,14.514944,7.29999625,8.788345,10.0
2979,M,1.425,1.1,0.3875,28.36367475,12.190285,5.8683465,7.7961125,10.0
2980,F,1.2125,0.9125,0.3,13.9196045,6.3219385,3.50116325,4.9611625,10.0
2981,M,1.375,1.0625,0.3625,22.0275615,8.9867915,4.97533725,6.23689,10.0
2982,F,1.5625,1.3125,0.4375,38.328524,14.3731965,7.144074,11.056305,11.0
2983,F,1.3,1.05,0.425,22.92057075,8.68912175,5.1879585,6.23689,12.0
2984,M,1.275,1.0125,0.325,19.447757,8.71747125,3.84135725,5.10291,9.0
2985,I,0.8875,0.675,0.25,6.98815175,3.1467945,1.6726205,2.324659,8.0
2986,M,1.7,1.275,0.5125,45.60017075,21.262125,11.226402,11.623295,10.0
2987,M,1.5625,1.2125,0.375,35.096681,16.93882625,8.391452,9.355335,11.0
2988,I,0.8125,0.675,0.2,7.6260155,3.35941575,1.587572,1.48834875,6.0
2989,M,1.5,1.1875,0.4125,30.34813975,13.79203175,7.1724235,7.7961125,12.0
2990,M,1.425,1.0875,0.4125,26.3933845,10.77281,6.3786375,7.7961125,12.0
2991,F,1.6,1.25,0.4375,38.08755325,16.0174675,8.334753,12.3320325,12.0
2992,F,1.4125,1.1375,0.4,25.0893075,9.79475225,5.6982495,7.7961125,13.0
2993,I,1.3,1.0125,0.3125,17.19397175,8.561549,3.2034935,5.5281525,8.0
2994,F,1.5125,1.1875,0.4,32.72949775,12.79979925,7.6260155,8.9300925,10.0
